"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1189","동물병원","02_03_01_P","4640000","464000001019930003","19930222","","03","폐업","0002","폐업","20030926","","","","242-7912","9","","전라북도 전주시 덕진구 여의동 541-2번지","전라북도 전주시 덕진구 비석날로 83 (여의동)","","완주 가축병원","20110223173856","I","2018-08-31 23:59:59.0","","207271.644699","262118.948388","동물병원","","000","",
"1190","동물병원","02_03_01_P","4640000","464000001019940001","19940910","","03","폐업","0002","폐업","20040414","","","","253-4071","0","","전라북도 전주시 덕진구 금암동 791-14번지","전라북도 전주시 덕진구 떡전로 28 (금암동)","","종합 동물병원","20040414113821","I","2018-08-31 23:59:59.0","","211399.885069","259691.03299","동물병원","","000","",
"1191","동물병원","02_03_01_P","4640000","464000001019950001","19950417","","03","폐업","0002","폐업","20090413","","","","254-7881","0","","전라북도 전주시 덕진구 인후동2가 226-93번지","전라북도 전주시 덕진구 안덕원로 183 (인후동2가)","54927","호남종합 동물병원","20190115154103","U","2019-01-17 02:40:00.0","","213234.892683","259439.658539","동물병원","","000","",
"1192","동물병원","02_03_01_P","4640000","464000001020000002","20000503","","03","폐업","0002","폐업","20031113","","","","273-2367","0","","전라북도 전주시 완산구 서신동 858-6번지","전라북도 전주시 완산구 전룡2길 3-4 (서신동)","","한빛 동물병원","20110223174010","I","2018-08-31 23:59:59.0","","210503.632613","258412.775825","동물병원","","000","",
"1193","동물병원","02_03_01_P","4640000","464000001020000003","20000527","","03","폐업","0002","폐업","20050106","","","","252-5770","0","","전라북도 전주시 덕진구 진북동 407번지","전라북도 전주시 덕진구 태진로 122-2 (진북동)","","연합 동물병원","20050106134025","I","2018-08-31 23:59:59.0","","212211.967638","259079.701823","동물병원","","000","",
"1194","동물병원","02_03_01_P","4640000","464000001020000004","20000706","","03","폐업","0002","폐업","20030918","","","","","0","","전라북도 전주시 덕진구 인후동1가 448-6번지","전라북도 전주시 덕진구 팽나무6길 23 (인후동1가)","","디즈니 동물병원","20190115154908","U","2019-01-17 02:40:00.0","","214039.061188","259304.459683","동물병원","","000","",
"1195","동물병원","02_03_01_P","4640000","464000001020000005","20000111","","03","폐업","0002","폐업","20050913","","","","254-7975","54","","전라북도 전주시 덕진구 인후동2가 232-15번지","전라북도 전주시 덕진구 작은모래내2길 15-11 (인후동2가)","","한사랑 동물병원","20190115155051","U","2019-01-17 02:40:00.0","","213255.419918","259313.059002","동물병원","","000","",
"1196","동물병원","02_03_01_P","4730000","473000001019980001","19981111","","03","폐업","0002","폐업","20071203","","","","","0","","전라북도 진안군 진안읍 연장리 762-46번지","","","용담 가축병원","20071203175434","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1197","동물병원","02_03_01_P","4730000","473000001020000001","20000124","","03","폐업","0002","폐업","20130620","","","","","0","","전라북도 진안군 안천면 노성리 1644-2번지","전라북도 진안군 안천면 보한길 29","","안천 가축병원","20130624172303","I","2018-08-31 23:59:59.0","","249570.531322","266614.326147","동물병원","","000","",
"1198","동물병원","02_03_01_P","4790000","479000001019680001","19680815","","03","폐업","0002","폐업","20070423","","","","","30","","전라북도 부안군 부안읍 동중리 574-101 번지","","","인산","20070424144228","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1199","동물병원","02_03_01_P","4790000","479000001020020001","20020531","","03","폐업","0002","폐업","20050105","","","","","15","","전라북도 부안군 부안읍 봉덕리 793-4  번지","","","자연낙농","20050105171553","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1200","동물병원","02_03_01_P","4790000","479000001020040002","20040303","","03","폐업","0002","폐업","20100406","","","","","0","","전라북도 부안군 부안읍 봉덕리 793-4번지","","","자연낙농동물병원","20131224111812","I","2018-08-31 23:59:59.0","","176254.794329","247224.186265","동물병원","","000","",
"1201","동물병원","02_03_01_P","4790000","479000001020150001","20150409","","03","폐업","0002","폐업","20181231","","","","063-581-7582","56","","전라북도 부안군 부안읍 서외리 432-21번지","전라북도 부안군 부안읍 번영로 82-1","56311","Dr. 홍 동물병원","20190111105300","U","2019-01-13 02:40:00.0","","175442.893851","247414.813461","동물병원","","000","",
"1202","동물병원","02_03_01_P","4790000","479000001020170001","20170726","","03","폐업","0002","폐업","20171228","","","","582-7580","36.27","","전라북도 부안군 부안읍 서외리 9-30번지","전라북도 부안군 부안읍 번영로 132 (뽀빠이포토)","56313","건강한 동물병원","20171228162120","I","2018-08-31 23:59:59.0","","175942.999724","247367.918832","동물병원","","000","",
"1203","동물병원","02_03_01_P","4720000","472000001019940002","19941114","","03","폐업","0002","폐업","20121224","","","","063-263-4046","0","","전라북도 완주군 고산면 읍내리 547-8번지","전라북도 완주군 고산면 고산로 120","","고산동물병원","20121224161859","I","2018-08-31 23:59:59.0","","218856.326557","274905.903136","동물병원","","000","",
"1204","동물병원","02_03_01_P","4720000","472000001019970001","20021008","","03","폐업","0002","폐업","20181128","","","","063-263-7777","50","","전라북도 완주군 고산면 읍내리 595-4번지","전라북도 완주군 고산면 고산로 91","55311","남문가축병원","20181129094411","U","2018-12-01 02:40:00.0","","218593.668814","274990.584008","동물병원","","000","",
"1205","동물병원","02_03_01_P","4720000","472000001020010001","20010118","","03","폐업","0002","폐업","20070412","","","","","20","","전라북도 완주군 삼례읍 삼례리 1408-31번지","전라북도 완주군 삼례읍 삼례로 375","","푸른양돈동물병원","20070412095229","I","2018-08-31 23:59:59.0","","206445.208969","267824.28854","동물병원","","000","",
"1206","동물병원","02_03_01_P","4720000","472000001020070002","20071227","","03","폐업","0002","폐업","20141118","","","","063-222-0777","54","","전라북도 완주군 삼례읍 삼례리 1405-47번지","전라북도 완주군 삼례읍 삼봉로 3","","다민동물병원","20141118164433","I","2018-08-31 23:59:59.0","","206489.928189","267855.700603","동물병원","","000","",
"1207","동물병원","02_03_01_P","4720000","472000001020100001","20100914","","03","폐업","0002","폐업","20110721","","","","063-229-6649","80","","전라북도 완주군 이서면 이문리 711-2번지","전라북도 완주군 이서면 콩쥐팥쥐로 1047","","광희동물병원","20110721114232","I","2018-08-31 23:59:59.0","","201231.70576","257899.364908","동물병원","","000","",
"1208","동물병원","02_03_01_P","4720000","472000001020110001","20110810","","03","폐업","0002","폐업","20150429","","","","063-229-6649","1904","","전라북도 완주군 이서면 이문리 711-2번지","전라북도 완주군 이서면 콩쥐팥쥐로 1047","","광희동물병원","20150430102010","I","2018-08-31 23:59:59.0","","201231.70576","257899.364908","동물병원","","000","",
"1209","동물병원","02_03_01_P","4720000","472000001020120001","20121231","","03","폐업","0002","폐업","20151231","","","","063-222-4227","384","","","전라북도 완주군 이서면 원은교길 10","55367","이서동물병원","20151231091749","I","2018-08-31 23:59:59.0","","200234.491487","257675.540544","동물병원","","000","",
"1210","동물병원","02_03_01_P","6510000","651000001020150004","20150515","","03","폐업","0002","폐업","20190403","","","","","0","","제주특별자치도 제주시 일도이동 392-3번지 이담세띠앙","제주특별자치도 제주시 가령골길 11 (일도이동, 이담세띠앙)","63275","성아동물병원","20190529101652","U","2019-05-31 02:40:00.0","","157239.112831","1076.77064083","동물병원","","000","",
"1211","동물병원","02_03_01_P","6510000","651000001020150006","20150619","","03","폐업","0002","폐업","20180514","","","","064-713-1517","0","","제주특별자치도 제주시 노형동 2923-8번지","제주특별자치도 제주시 월광로 34 (노형동)","63105","퍼스트 독 동물병원","20180515102540","I","2018-08-31 23:59:59.0","","150196","-1220","동물병원","","000","",
"1212","동물병원","02_03_01_P","4030000","403000001020160002","20161109","","03","폐업","0002","폐업","20180302","","","","424-7887","149.12","","경기도 의왕시 포일동 546번지 호성상가 3호,4호","경기도 의왕시 포일로 59, 3호,4호 (포일동, 호성상가)","16022","늘솜동물병원","20180302162452","I","2018-08-31 23:59:59.0","","198084.239210082","432055.066079193","동물병원","","000","",
"1213","동물병원","02_03_01_P","6510000","651000001020170005","20170622","","03","폐업","0002","폐업","20210303","","","","064-723-6767","0","","제주특별자치도 제주시 영평동 2493-2","제주특별자치도 제주시 연신로 263 (영평동)","63308","연신동물병원","20210304170012","U","2021-03-06 02:40:00.0","","159106.647733","-1514.09457711","동물병원","","000","",
"1214","동물병원","02_03_01_P","6510000","651000001020130004","20130811","","03","폐업","0002","폐업","20191230","","","","0647848580","13.5","","제주특별자치도 제주시 조천읍 선흘리 2780-3번지","제주특별자치도 제주시 조천읍 북선로 344","63340","탐라수산동물병원","20191231105235","U","2020-01-02 02:40:00.0","","171750.104559","1855.16967126","동물병원","","000","",
"1215","동물병원","02_03_01_P","6510000","651000001020130006","20131112","","03","폐업","0002","폐업","20140915","","","","","57","","제주특별자치도 제주시 조천읍 함덕리 4148번지","제주특별자치도 제주시 조천읍 함와로 26","63333","새한동물병원","20140916160727","I","2018-08-31 23:59:59.0","","169685.488071","4631.0868307","동물병원","","000","",
"1216","동물병원","02_03_01_P","4060000","406000001020140001","20140513","","03","폐업","0002","폐업","20170628","","","","031-953-5009","187.27","","경기도 파주시 동패동 1696-1번지 거묵프라자 201호","경기도 파주시 청석로 264, 2층 201호 (동패동, 거묵프라자)","10874","Diim동물병원","20170627175802","I","2018-08-31 23:59:59.0","","175093.092934159","469277.590463923","동물병원","","000","",
"1217","동물병원","02_03_01_P","4060000","406000001020150002","20150326","","03","폐업","0002","폐업","20150610","","","","031-945-7297","42.7","","경기도 파주시 금촌동 770-4번지","경기도 파주시 중앙로 255 (금촌동)","10923","리버풀동물병원","20150610175654","I","2018-08-31 23:59:59.0","","180351.808879597","472962.089717986","동물병원","","000","",
"1218","동물병원","02_03_01_P","4060000","406000001020150003","20150611","","03","폐업","0002","폐업","20160530","","","","031-945-7297","38.19","","경기도 파주시 금촌동 770-4번지 금남빌딩","경기도 파주시 중앙로 255, 1층 (금촌동, 금남빌딩)","10923","리버풀동물병원","20160530110752","I","2018-08-31 23:59:59.0","","180351.808879597","472962.089717986","동물병원","","000","",
"1219","동물병원","02_03_01_P","4030000","403000001019960002","19960111","","03","폐업","0002","폐업","20090324","","","","425-7506","24","","경기도 의왕시 내손동 406-3","","","포일동물병원","20090324105631","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1220","동물병원","02_03_01_P","4030000","403000001019980001","19980408","","03","폐업","0002","폐업","20040310","","","","461-1727","0","","경기도 의왕시 오전동 315-0019번지","","","부곡동물병원","20050309134346","I","2018-08-31 23:59:59.0","","197491.20652053","427767.541213611","동물병원","","000","",
"1221","동물병원","02_03_01_P","4030000","403000001020010001","20011112","","03","폐업","0002","폐업","20030910","","","","454-7582","0","","경기도 의왕시 오전동 838-5번지","","","의왕동물종합병원","20050309134534","I","2018-08-31 23:59:59.0","","196965.172896048","428475.51206307","동물병원","","000","",
"1222","동물병원","02_03_01_P","4030000","403000001020010002","20011112","","03","폐업","0002","폐업","20030930","","","","454-7582","0","","경기도 의왕시 오전동 838-5","","","의왕동물병원","20040830163518","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1223","동물병원","02_03_01_P","4030000","403000001020030001","20030212","","03","폐업","0002","폐업","20070709","","","","426-0546","0","","경기도 의왕시 내손동 746-2   번지 LG프라자 102호","","","동원동물병원","20070709145111","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1224","동물병원","02_03_01_P","4030000","403000001020030002","20031002","","03","폐업","0002","폐업","20050228","","","","454-7582","64","","경기도 의왕시 오전동 838-5","","","의왕동물 종합병원","20050228104013","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1225","동물병원","02_03_01_P","4030000","403000001020030004","20030724","","03","폐업","0002","폐업","20060630","","","","031-461-7582","0","","경기도 의왕시 삼동 196-1   번지","","","조은동물병원","20060630142933","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1226","동물병원","02_03_01_P","6510000","651000001020140003","20140313","","03","폐업","0002","폐업","20151217","","","","064-747-7029","31.84","","","제주특별자치도 제주시 애월읍 광성로 194","63062","이지바이오텍 동물병원","20151217155747","I","2018-08-31 23:59:59.0","","146767.169065","-4034.04961704","동물병원","","000","",
"1227","동물병원","02_03_01_P","6510000","651000001020150002","20150320","","03","폐업","0002","폐업","20150615","","","","713-1515","0","","제주특별자치도 제주시 노형동 2924-1번지","제주특별자치도 제주시 월광로 34 (노형동)","63105","퍼스트 동물병원","20150617110521","I","2018-08-31 23:59:59.0","","150204.050706","-1221.26865726","동물병원","","000","",
"1228","동물병원","02_03_01_P","6510000","651000001020150003","20150402","","03","폐업","0002","폐업","20151109","","","","","","","제주특별자치도 제주시 연동 304-15번지 2층","제주특별자치도 제주시 사장길 17, 2층 (연동)","63133","웰메이드동물병원","20151109130429","I","2018-08-31 23:59:59.0","","153065.585786","-1257.01997261","동물병원","","000","",
"1229","동물병원","02_03_01_P","4060000","406000001020170007","20170406","","03","폐업","0002","폐업","20190423","","","","031-958-7511","27","","경기도 파주시 적성면 마지리 193-19번지","경기도 파주시 적성면 솥뒤로 95","10803","한성동물병원(산업동물 출장진료전문동물병원)","20190423083213","U","2019-04-26 02:40:00.0","","192088.202183954","495274.754152272","동물병원","","000","",
"1230","동물병원","02_03_01_P","4060000","406000001020170003","20170125","","03","폐업","0002","폐업","20170601","","","","0319498256","41.74","","경기도 파주시 동패동 1695-1번지 아이비타워 101호","경기도 파주시 파주로 266, 101호 (동패동, 아이비타워)","10874","아이비동물병원","20170601112036","I","2018-08-31 23:59:59.0","","175090.909144355","469332.985551969","동물병원","","000","",
"1231","동물병원","02_03_01_P","4030000","403000001020070001","20070417","","03","폐업","0002","폐업","20090120","","","","031-461-9730","30","","경기도 의왕시 월암동 442-34번지","","","김창식 동물병원","20090121092107","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1232","동물병원","02_03_01_P","4060000","406000001020030005","20030624","","03","폐업","0002","폐업","20050319","","","","02-2690-0327","0","","경기도 파주시 조리읍 봉일천리 154번지","","","봉일천동물종합병원","20050319111454","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1233","동물병원","02_03_01_P","4060000","406000001020040004","20040812","","03","폐업","0002","폐업","20131119","","","","031-916-7582","0","","경기도 파주시 당하동 195-5번지","","","펫프렌즈 동물병원","20131205151429","I","2018-08-31 23:59:59.0","","178030.82794167","471632.260930404","동물병원","","000","",
"1234","동물병원","02_03_01_P","4060000","406000001020050001","20050708","","03","폐업","0002","폐업","20070404","","","","031)941-2248","20","","경기도 파주시 금촌동 786-12번지","","","파주동물병원","20081210105948","I","2018-08-31 23:59:59.0","","180284.855901155","472696.411562698","동물병원","","000","",
"1235","동물병원","02_03_01_P","4060000","406000001020050002","20050715","","03","폐업","0002","폐업","20120821","","","","031)949-8875","38","","경기도 파주시 금촌동 금촌2택지개발사업지구 상업용지 제19호","","","스마일 동물병원","20120821172515","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1236","동물병원","02_03_01_P","4060000","406000001020060001","20060628","","03","폐업","0002","폐업","20170123","","","","","42","","경기도 파주시 동패동 1695-1번지 아이비타워 101호","경기도 파주시 파주로 266, 101호 (동패동, 아이비타워)","10874","아이비동물병원","20170123143108","I","2018-08-31 23:59:59.0","","175090.909144355","469332.985551969","동물병원","","000","",
"1237","동물병원","02_03_01_P","4060000","406000001020070003","20071224","","03","폐업","0002","폐업","20121214","","","","","49.5","","경기도 파주시 적성면 마지리 193-19번지","","","우리동물병원(산업동물 출장진료 전문동물병원)","20121214140340","I","2018-08-31 23:59:59.0","","192088.202183954","495274.754152272","동물병원","","000","",
"1238","동물병원","02_03_01_P","4060000","406000001020080002","20080903","","03","폐업","0002","폐업","20190404","","","","031-954-7588","47.34","","경기도 파주시 문산읍 당동리 880번지 홈플러스 3층","경기도 파주시 문산읍 방촌로 1759, 3층 (홈플러스)","10816","쿨펫동물병원(파주문산점)","20190404170516","U","2019-04-06 02:40:00.0","","181002.777532337","485203.012122524","동물병원","","000","",
"1239","동물병원","02_03_01_P","4060000","406000001020110002","20110827","","03","폐업","0002","폐업","20170328","","","","031-942-7524","130","","경기도 파주시 동패동 1763번지 이마트운정점 2층","경기도 파주시 한울로 123, 2층 (동패동, 이마트운정점)","10905","웰니스클리닉 동물병원 파주운정점","20170328155013","I","2018-08-31 23:59:59.0","","177453.945515036","467576.438594292","동물병원","","000","",
"1240","동물병원","02_03_01_P","4060000","406000001020120002","20120629","","03","폐업","0002","폐업","20220628","","","","031-953-1183","0","","경기도 파주시 문산읍 문산리 17-363","경기도 파주시 문산읍 문산역로 77","10823","버디종합동물병원","20220628150737","U","2022-06-30 02:40:00.0","","181170.462003043","483415.279798355","동물병원","","000","0",
"1241","동물병원","02_03_01_P","4060000","406000001020120003","20120726","","03","폐업","0002","폐업","20220620","","","","031-957-2388","45.1","","경기도 파주시 금촌동 273-1 2층 외2필지제가동호","경기도 파주시 새꽃로 89, 2층 (금촌동)","10913","교하동물병원","20220616094408","U","2022-06-18 02:40:00.0","","179529.714545326","472868.31745532","동물병원","","000","0",
"1242","동물병원","02_03_01_P","4060000","406000001020130001","20130208","","03","폐업","0002","폐업","20150302","","","","031-949-1275","46.92","","경기도 파주시 와동동 1365-3번지 신운정프라자 1층 105호","경기도 파주시 와석순환로 431, 1층 105호 (와동동, 신운정프라자)","10894","행복플러스 동물병원","20150302170944","I","2018-08-31 23:59:59.0","","178167.449980153","469050.729234144","동물병원","","000","",
"1243","동물병원","02_03_01_P","4030000","403000001020070002","20090804","","03","폐업","0002","폐업","20130531","","","","422-4475","38","","경기도 의왕시 내손동","경기도 의왕시 계원대학로 7 (내손동)","16036","러브펫동물병원","20130530182706","I","2018-08-31 23:59:59.0","","197543.03804417","430930.907032687","동물병원","","000","",
"1244","동물병원","02_03_01_P","4030000","403000001020120002","20120228","","03","폐업","0002","폐업","20151229","","","","031-424-7580","0","","경기도 의왕시 청계동 990번지 19통1반 아튼빌 1003동 1002호","경기도 의왕시 양지편2로 3 (청계동)","16009","청계종합동물병원","20151229141625","I","2018-08-31 23:59:59.0","","199473.176330048","432004.845586242","동물병원","","000","",
"1245","동물병원","02_03_01_P","4030000","403000001020120003","20120716","","03","폐업","0002","폐업","20180315","","","","031-423-4033","0","","경기도 의왕시 내손동 843번지","경기도 의왕시 내손순환로 8 (내손동)","16035","위즈동물병원","20180320092353","I","2018-08-31 23:59:59.0","","197694.539569152","431732.859633833","동물병원","","000","",
"1246","동물병원","02_03_01_P","4030000","403000001020040002","20040315","","03","폐업","0002","폐업","20110628","","","","453-5552","53","","경기도 의왕시 오전동 315-19","","","에덴 동물병원","20110705193040","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1247","동물병원","02_03_01_P","4030000","403000001020050001","20050305","","03","폐업","0002","폐업","20080129","","","","","60","","경기도 의왕시 오전동 838-5번지","","","의왕동물병원","20080129095212","I","2018-08-31 23:59:59.0","","196965.172896048","428475.51206307","동물병원","","000","",
"1248","동물병원","02_03_01_P","4040000","404000001019940001","19940326","","03","폐업","0002","폐업","20190108","","","","793-5528","38.4","","경기도 하남시 신장동 406-2번지","경기도 하남시 하남대로 795 (신장동)","12958","건국동물병원","20190108111413","U","2019-01-10 02:40:00.0","","218391.876096593","448705.29361624","동물병원","","000","",
"1249","동물병원","02_03_01_P","4040000","404000001020170005","20170719","","03","폐업","0002","폐업","20190820","","","","792-2982","0","","경기도 하남시 덕풍동 736번지","경기도 하남시 덕풍서로 70, 5층 (덕풍동, 하남풍산지구 이마트)","12927","쿨펫동물병원","20190820142251","U","2019-08-22 02:40:00.0","","218076.91973786","450073.163619109","동물병원","","000","",
"1250","동물병원","02_03_01_P","4040000","404000001020030001","20030711","","03","폐업","0002","폐업","20031021","","","","","0","","경기도 하남시 덕풍동 681번지 한솔리치빌상가2층","","","한솔동물병원","20031021172117","I","2018-08-31 23:59:59.0","","217308.31066721","447955.431439411","동물병원","","000","",
"1251","동물병원","02_03_01_P","4040000","404000001020030002","20031021","","03","폐업","0002","폐업","20040303","","","","793-3126","20.96","","경기도 하남시 덕풍동 681번지 한솔리치빌상가2층","","","한솔동물병원","20040303111609","I","2018-08-31 23:59:59.0","","217308.31066721","447955.431439411","동물병원","","000","",
"1252","동물병원","02_03_01_P","4040000","404000001020040001","20040304","","03","폐업","0002","폐업","20040511","","","","793-3126","20.96","","경기도 하남시 덕풍동 681번지 한솔아파트 상가 2층","","","한솔동물병원","20040511103922","I","2018-08-31 23:59:59.0","","217308.31066721","447955.431439411","동물병원","","000","",
"1253","동물병원","02_03_01_P","4040000","404000001020040002","20040712","","03","폐업","0002","폐업","20110418","","","","795-0903","64.8","","경기도 하남시 신장동 424-2  번지 경림빌딩 1층","","","애니동물병원","20110418092703","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1254","동물병원","02_03_01_P","4040000","404000001020180002","20180206","","03","폐업","0002","폐업","20220304","","","","031-796-8820","36.19","","경기도 하남시 신장동 612","경기도 하남시 하남유니온로 120, 1층 (신장동)","12942","파크동물병원","20220304152031","U","2022-03-06 02:40:00.0","","219687.473081973","449061.051047866","동물병원","","000","0",
"1255","동물병원","02_03_01_P","4040000","404000001020060001","20060306","","03","폐업","0002","폐업","20080421","","","","791-7760","29.14","","경기도 하남시 덕풍동 534-13 번지 상용아파트상가 1층 3-2호","","","하사랑동물병원","20080421175636","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1256","동물병원","02_03_01_P","4040000","404000001020110002","20110802","","03","폐업","0002","폐업","20121113","","","","031-795-7523","33","","경기도 하남시 신장동 424-2번지 경림빌딩1층","경기도 하남시 하남대로 809 (신장동, 경림빌딩)","12957","사랑동물병원","20121113174904","I","2018-08-31 23:59:59.0","","218276.461456428","448764.598193697","동물병원","","000","",
"1257","동물병원","02_03_01_P","4040000","404000001020120001","20120227","","03","폐업","0002","폐업","20151001","","","","760-4233","392.15","","경기도 하남시 창우동 245-5번지","경기도 하남시 검단산로 291 (창우동)","13023","(주)동물과사람","20151001162340","I","2018-08-31 23:59:59.0","","220505.738175189","448501.778102488","동물병원","","L00","",
"1258","동물병원","02_03_01_P","4040000","404000001020120002","20121218","","03","폐업","0002","폐업","20140729","","","","795-7523","33","","경기도 하남시 신장동 424-2번지 경림빌딩1층","경기도 하남시 하남대로 809, 1층 (신장동, 경림빌딩)","12957","사랑동물병원","20140729164111","I","2018-08-31 23:59:59.0","","218276.461456428","448764.598193697","동물병원","","000","",
"1259","동물병원","02_03_01_P","4040000","404000001020150002","20151019","","03","폐업","0002","폐업","20160418","","","","795-7582,760-4233","392.15","","경기도 하남시 창우동 245-5번지","경기도 하남시 검단산로 291 (창우동)","13023","동물과사람","20160418153031","I","2018-08-31 23:59:59.0","","220505.738175189","448501.778102488","동물병원","","000","",
"1260","동물병원","02_03_01_P","4040000","404000001020150003","20151019","","03","폐업","0002","폐업","20170828","","","","","","","경기도 하남시 덕풍동 762번지","경기도 하남시 조정대로 150, RB106호 (덕풍동, 아이테코)","12930","팝애니랩","20170828164609","I","2018-08-31 23:59:59.0","","217137.519410187","450158.241480494","동물병원","","000","",
"1261","동물병원","02_03_01_P","4040000","404000001020160001","20160525","","03","폐업","0002","폐업","20161213","","","","760-4233","0","","","경기도 하남시 검단산로 291 (창우동)","13023","동물과사람","20161213180150","I","2018-08-31 23:59:59.0","","220505.738175189","448501.778102488","동물병원","","000","",
"1262","동물병원","02_03_01_P","4040000","404000001020160002","20160613","","03","폐업","0002","폐업","20190820","","","","792-7517","0","","경기도 하남시 망월동 970번지","경기도 하남시 미사강변대로226번길 14, 102호 (망월동, 예스프라자13)","12909","미사라온동물병원","20190820142515","U","2019-08-22 02:40:00.0","","216246.770160009","451947.917361139","동물병원","","000","",
"1263","동물병원","02_03_01_P","4040000","404000001020160005","20160922","","03","폐업","0002","폐업","20190417","","","","791-5571","0","","경기도 하남시 망월동 968-1번지","경기도 하남시 미사강변대로 212, 111호 (망월동, 미사센트럴프라자)","12909","도담동물병원","20190417114518","U","2019-04-19 02:40:00.0","","216247.753743329","451843.833748544","동물병원","","000","",
"1264","동물병원","02_03_01_P","4040000","404000001020160007","20161229","","03","폐업","0002","폐업","20170719","","","","031-792-2982","","","경기도 하남시 덕풍동 736번지","경기도 하남시 덕풍서로 70, 5층 (덕풍동, 하남풍산지구 이마트)","12927","쿨펫동물병원","20170719102252","I","2018-08-31 23:59:59.0","","218076.91973786","450073.163619109","동물병원","","000","",
"1265","동물병원","02_03_01_P","4040000","404000001020080001","20080319","","03","폐업","0002","폐업","20160330","","","","795-3359","48.6","","경기도 하남시 신장동 524-1번지 하남리빙텔 102호","경기도 하남시 대청로 26, 102호 (신장동, 하남리빙텔)","12951","메디안동물병원","20160330144804","I","2018-08-31 23:59:59.0","","218951.835143787","448711.384852642","동물병원","","000","",
"1266","동물병원","02_03_01_P","4040000","404000001020080002","20080526","","03","폐업","0002","폐업","20161229","","","","792-2982","13","","경기도 하남시 덕풍동 736번지 이마트하남점5층","경기도 하남시 덕풍서로 70 (덕풍동, 이마트하남점)","12927","쿨펫동물병원","20161227172013","I","2018-08-31 23:59:59.0","","218076.91973786","450073.163619109","동물병원","","000","",
"1267","동물병원","02_03_01_P","4040000","404000001020090001","20090408","","03","폐업","0002","폐업","20110421","","","","7968875","43.13","","경기도 하남시 덕풍동 744번지 케이앤몰 101호","","","강남동물병원","20110421132453","I","2018-08-31 23:59:59.0","","218281.159611217","449964.900329853","동물병원","","000","",
"1268","동물병원","02_03_01_P","4040000","404000001020090002","20090730","","03","폐업","0002","폐업","20130114","","","","0317941175","40.35","","경기도 하남시 덕풍동 321-2번지 신정프라자 109호","경기도 하남시 하남대로 843, 109호 (덕풍동, 신정프라자)","12967","고려동물병원","20130114092758","I","2018-08-31 23:59:59.0","","218010.31939636","448936.753466262","동물병원","","000","",
"1269","동물병원","02_03_01_P","4060000","406000001019760002","19761208","","03","폐업","0002","폐업","20100607","","","","","0","","경기도 파주시 문산읍 문산리 10-15번지","","","통일동물병원","20100607093410","I","2018-08-31 23:59:59.0","","181017.766478079","483814.735406096","동물병원","","000","",
"1270","동물병원","02_03_01_P","4060000","406000001019770001","19771102","","03","폐업","0002","폐업","20100531","","","","","0","","경기도 파주시 적성면 구읍리 657-3번지","","","적성동물병원(산업동물 출장진료 전문 동물병원)","20100531165528","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1271","동물병원","02_03_01_P","4060000","406000001019800001","19801004","","03","폐업","0002","폐업","20070731","","","","","0","","경기도 파주시 적성면 구읍리 657-3번지","","","법원동물병원","20070731101014","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1272","동물병원","02_03_01_P","4060000","406000001019860001","19860411","","03","폐업","0002","폐업","20100330","","","","","0","","경기도 파주시 파평면 율곡리 263-2번지","","","김희원동물병원","20130218153239","I","2018-08-31 23:59:59.0","","183658.005435699","486694.521137117","동물병원","","000","",
"1273","동물병원","02_03_01_P","4060000","406000001019940001","19940304","","03","폐업","0002","폐업","20100330","","","","031-959-3641","0","","경기도 파주시 적성면 마지리 51-3번지","","","보람동물병원","20100603183005","I","2018-08-31 23:59:59.0","","192687.508506938","494493.704350898","동물병원","","000","",
"1274","동물병원","02_03_01_P","4060000","406000001019960002","19960723","","03","폐업","0002","폐업","20190806","","","","031-959-7582","0","","경기도 파주시 법원읍 법원리 447-36번지 5통3반 1층호","경기도 파주시 법원읍 사임당로 899","10826","승진동물병원","20190812101448","U","2019-08-14 02:40:00.0","","189430.261796987","482845.55651185","동물병원","","000","",
